FNAME,Idle,UI_Idle,Stand_Aim,Walk_Blend,Walk_Aim,Crouch_Blend,Crouch_Aim,Run_Blend,Sprint Blend,Reload,Reload_Idle,Reload_Crouch,Stand_Shooting,Shoot_Aim,Shoot_Crouch,ProneBlend,ProneAim,ProneReload,Prone Shoot,Prone Idle
Mel_FireAxe,Idle_MEL_Bat_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Bat_01,Walk_Aim_MEL_Bat_01,Walk_Aim_MEL_Bat_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Bat_01,Sprint_Blend_MEL_Bat_01,none,none,none,Stand_Shooting_Mel_FireAxe,Stand_Shooting_Mel_FireAxe,Stand_Shooting_Mel_FireAxe,Prone_Blend_MEL_Bat_01,Prone_Aim_MEL_Bat_01,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Bat_01
Mel_FryingPan,Idle_MEL_Knife_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Knife_01,Sprint_Blend_MEL_Knife_01,none,none,none,Stand_Shooting_Mel_FryingPan,Stand_Shooting_Mel_FryingPan,Stand_Shooting_Mel_FryingPan,Prone_Blend_MEL_Knife_01,Prone_Aim_MEL_Knife_01,Reload_Prone_ASR_M4_01,Stand_Shooting_Mel_FryingPan,Prone_Idle_MEL_Knife_01
Mel_GardenShears,Idle_MEL_GardenShears,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_GardenShears,Walk_Aim_MEL_Knife_01,Walk_Aim_MEL_GardenShears,Crouch_Blend_MEL_GardenShears,Crouch_Aim_MEL_GardenShears,Run_Blend_MEL_GardenShears,Sprint_Blend_MEL_GardenShears,none,none,none,Stand_Shooting_Mel_GardenShears,Stand_Shooting_Mel_GardenShears,Stand_Shooting_Mel_GardenShears,Prone_Blend_MEL_GardenShears,Prone_Aim_MEL_GardenShears,none,Stand_Shooting_Mel_GardenShears,Prone_Idle_MEL_GardenShears
Mel_Nailgun,Idle_HG_Main,UI_Idle_HG,Stand_Aim_MEL_NailGun_01,Walk_Blend_HG_Main,Walk_Aim_HG_Main,Crouch_Blend_HG_Main,Crouch_Aim_HG_Main,Run_Blend_HG_Main,Sprint_Blend_HG_Main,Reload_Walk_Mel_NailGun_01,Reload_Idle_MEL_NailGun_01,Reload_Crouch_MEL_NailGun_01,Stand_Shooting_HG_Main,Zoom_HG_Main_Fire,Stand_Shooting_HG_Main,Prone_Blend_ASR_M4,Prone_Aim_HG_Main,Reload_Prone_MEL_NailGun_01,Stand_Shooting_HG_Main,Prone_Idle_HG_Main
Mel_Power_Drill,Idle_HG_Main,UI_Idle_HG,Stand_Aim_MEL_Drill_01,Walk_Blend_HG_Main,Walk_Aim_HG_Main,Crouch_Blend_HG_Main,Crouch_Aim_HG_Main,Run_Blend_HG_Main,Sprint_Blend_HG_Main,Reload_Walk_HG_Colt_Anaconda,Reload_Idle_HG_Colt_Anaconda,Reload_Crouch_HG_Colt_Anaconda,Stand_Shooting_HG_Main,Zoom_HG_Main_Fire,Stand_Shooting_HG_Main,Prone_Blend_ASR_M4,Prone_Aim_HG_Main,Reload_Prone_HG_Colt_Anaconda,Stand_Shooting_ASR_AK,Prone_Idle_HG_Main
Mel_PoliceBaton,Idle_MEL_PoliceBaton,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_PoliceBaton,Walk_Aim_MEL_PoliceBaton,Walk_Aim_MEL_PoliceBaton,Crouch_Blend_MEL_PoliceBaton,Crouch_Aim_MEL_PoliceBaton,Run_Blend_MEL_PoliceBaton,Sprint_Blend_MEL_PoliceBaton,none,none,none,Stand_Shooting_Mel_PoliceBaton,Stand_Shooting_Mel_PoliceBaton,Stand_Shooting_Mel_PoliceBaton,Prone_Blend_MEL_PoliceBaton,Prone_Aim_MEL_PoliceBaton,none,Stand_Shooting_MEL_PoliceBaton,Prone_Idle_MEL_PoliceBaton
Mel_Pitchfork,Idle_MEL_Pitchfork,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Pitchfork,Walk_Aim_MEL_Pitchfork,Walk_Aim_MEL_Pitchfork,Crouch_Blend_MEL_Pitchfork,Crouch_Aim_MEL_Pitchfork,Run_Blend_MEL_Pitchfork,Sprint_Blend_MEL_Pitchfork,none,none,none,Stand_Shooting_Mel_Pitchfork,Stand_Shooting_Mel_Pitchfork,Stand_Shooting_Mel_Pitchfork,Prone_Blend_MEL_Pitchfork,Prone_Aim_MEL_Pitchfork,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Bat_01
Mel_Golf_Club,Idle_MEL_Bat_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Bat_01,Walk_Aim_MEL_Bat_01,Walk_Aim_MEL_Bat_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Bat_01,Sprint_Blend_MEL_Bat_01,none,none,none,Stand_Shooting_Mel_GolfClub,Stand_Shooting_Mel_GolfClub,Stand_Shooting_Mel_GolfClub,Prone_Blend_MEL_Bat_01,Prone_Aim_MEL_Bat_01,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Bat_01
Mel_Wrench,Idle_MEL_Knife_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Knife_01,Sprint_Blend_MEL_Knife_01,none,none,none,Stand_Shooting_Mel_Knife_slash,Stand_Shooting_Mel_Knife_slash,Stand_Shooting_Mel_Knife_slash,Prone_Blend_MEL_Knife_01,Prone_Aim_MEL_Knife_01,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Knife_01
MEL_Chainsaw,Idle_MEL_Chainsaw,UI_Idle_ASR_M4,Stand_Aim_Mel_Chainsaw,Walk_Blend_Mel_Chainsaw,Walk_Aim_Mel_Chainsaw,Crouch_Blend_MEL_Chainsaw,Crouch_Aim_ASR_mini14,Run_Blend_Mel_Chainsaw,Sprint_Blend_MEL_Chainsaw,Reload_Walk_ASR_mini14,Reload_Idle_ASR_Mosin,Reload_Crouch_ASR_mini14,Stand_Shooting_MEL_Chainsaw,Stand_Shooting_MEL_Chainsaw2,Stand_Shooting_MEL_Chainsaw,Prone_Blend_ASR_M4,Prone_Aim_MEL_Chainsaw,Reload_Prone_ASR_mini14,Stand_Shooting_MEL_Chainsaw,Prone_Idle_MEL_Chainsaw
Item_Lockbox_01_Crate,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Farm_ChipBag_01,Idle_Item,UI_Idle_EXP_Satchel,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Item,Crouch_Aim_Grenade_01,Run_Blend_Item,Sprint_Blend_Item,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_Item_01
Block_Veg_Apple_01,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Veg_Banana_01,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Veg_Carrot_01,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Veg_Lettuce,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Veg_PineApple_01,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Veg_Potato_01,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Veg_Tomato_01,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Veg_WaterMelon_01,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Door_Wood_2M_01,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Wall_Metal_2M_01_Crate,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Wall_Wood_2M_01,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Wall_Wood_2M_01_Crate,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Wall_Brick_Tall_01_Crate,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Door_Wood_2M_01_Crate,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Wall_Brick_Short_01_Crate,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Farm_01_Crate,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_PowerGen_Indust_01_Crate,Idle_Item,UI_Idle_EXP_Satchel,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Item,Crouch_Aim_Grenade_01,Run_Blend_Item,Sprint_Blend_Item,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_Item_01
Block_PowerGen_01_Crate,Idle_Item,UI_Idle_EXP_Satchel,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Item,Crouch_Aim_Grenade_01,Run_Blend_Item,Sprint_Blend_Item,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_Item_01
Block_SolarWater_01_Crate,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Light_01_Crate,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Wall_Metal_2M_01,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Wall_Brick_Tall_01,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Wall_Brick_Short_01,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Farm_01,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_PowerGen_Indust_01,Idle_Item,UI_Idle_EXP_Satchel,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Item,Crouch_Aim_Grenade_01,Run_Blend_Item,Sprint_Blend_Item,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_Item_01
Block_PowerGen_01_Small,Idle_Item,UI_Idle_EXP_Satchel,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Item,Crouch_Aim_Grenade_01,Run_Blend_Item,Sprint_Blend_Item,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_Item_01
Block_SolarWater_01,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
Block_Light_01,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_mini14,Prone_Idle_VS50
